qed,FpDensityMorgan1,BCUT2D_MRLOW,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA4,PEOE_VSA8,SMR_VSA10,SMR_VSA7,SMR_VSA9,SlogP_VSA10,SlogP_VSA2,SlogP_VSA8,VSA_EState1,VSA_EState2,VSA_EState5,NumAromaticHeterocycles,NumHeterocycles,MolLogP,fr_Al_COO,fr_ArN,fr_Ar_COO,fr_Ar_OH,fr_COO,fr_C_O,fr_NH0,fr_NH1,fr_halogen,fr_nitro,fr_sulfone
0.5566041337871379,1.0,-0.38259115815549033,10.423315998847038,0.0,0.0,0.0,5.687386274683562,5.969305287951849,10.114318268765572,0.0,22.827363832293532,33.803912540932124,76.34144044507867,0.0,17.062158824050687,15.999143731610225,10.772448428929591,0.0,21.73938885305678,-1.0118448511431917,0,0,4.189800000000003,0,0,1,0,1,1,1,1,0,1,0
0.520315914995922,0.9230769230769231,-0.3897315665522272,10.423315998847038,5.386224214464796,0.0,0.0,11.374772549367124,5.969305287951849,20.228636537531145,0.0,28.89373090075514,39.491298815615686,80.38939164538263,0.0,22.74954509873425,20.922454780427895,10.772448428929591,0.0,32.279149406089346,-1.0992172281115284,0,0,4.0980000000000025,0,0,1,0,1,1,2,1,0,2,0
0.6971941926374945,0.9130434782608695,0.06963958407293053,10.423315998847038,0.0,5.783244946364939,0.0,0.0,5.969305287951849,4.794537184071822,0.0,22.324448255528917,33.89977121261351,71.7905736680101,0.0,11.374772549367124,16.859077629157497,10.772448428929591,0.0,22.835235521486425,-0.952722015038032,0,0,4.484200000000002,0,0,1,0,1,2,0,1,0,0,0
0.7678065120522065,1.16,-0.13572943540045274,9.843390348640755,5.749511833283905,0.0,0.0,5.907179729351506,5.969305287951849,14.156174015934997,0.0,21.66623701475158,34.380349839616926,64.30803377121505,5.749511833283905,0.0,28.659909601212945,10.902924932081056,6.771390964635012,24.25277154793659,-0.5832270646754762,1,1,3.9273200000000026,1,0,0,0,1,2,1,0,1,0,0
0.7450106185533765,1.1538461538461537,-0.11843056159123815,10.05365155780638,5.749511833283905,0.0,5.907179729351506,5.907179729351506,0.0,14.156174015934997,0.0,35.637646197119395,34.31822428101658,64.81094934797966,5.749511833283905,0.0,30.036013053684474,10.902924932081056,6.935051731410858,24.063015049447785,0.5010546432853302,1,1,3.6704000000000025,0,0,0,0,0,2,1,1,1,0,0
0.6395994827813651,1.0454545454545454,-0.39317185265156046,10.423315998847038,5.687386274683562,0.0,0.0,11.374772549367124,5.969305287951849,20.228636537531145,0.0,11.753753343145172,28.7188503866861,68.25665750845941,0.0,22.74954509873425,20.9224547804279,0.0,0.0,31.07457982950858,-1.1371766412666482,0,0,2.9448000000000016,0,0,1,0,1,1,2,1,0,2,0
0.6479725905950843,1.0714285714285714,-0.1873651071321494,4.736862953800049,0.0,17.167540703713566,0.0,0.0,5.969305287951849,14.383611552215466,0.0,18.759549292013414,17.535795180681728,11.64912463690315,0.0,0.0,23.136845991665417,0.0,5.840635588908047,36.807793100848954,1.822175517934447,0,0,4.655200000000004,0,0,0,0,0,3,0,0,0,0,0
0.7079980475353629,0.9444444444444444,0.4741537460951394,9.523678331894054,17.09277939380059,5.428790391900541,0.0,0.0,0.0,4.794537184071822,0.0,6.06636706846161,10.969244356107037,64.82063119212685,17.07321074385534,0.0,5.106527394840706,22.292943266678478,5.649490740740741,11.942522203325774,0.46549178004535174,1,1,3.1656000000000017,0,0,0,1,0,0,0,0,0,0,0
0.8571752049582556,1.1304347826086956,-0.12046406580383953,10.05365155780638,0.0,5.724985593970254,5.907179729351506,0.0,0.0,9.694446914922299,0.0,33.40431229147278,34.7964457845001,63.63673909010791,0.0,5.687386274683562,30.50348423654005,0.0,6.2118209876543204,14.26318468127992,-0.07592498110355228,0,2,3.4788000000000023,0,0,0,0,0,1,1,1,2,0,0
0.79164533623487,1.15,-0.11644584596312883,4.899909730850478,6.544756405912575,0.0,5.907179729351506,0.0,0.0,9.786941916707491,0.0,23.197208279812507,28.907190897038284,64.6804728448282,0.0,5.687386274683562,25.21129312071197,0.0,0.0,18.12866591080877,-0.028237433862433825,0,1,3.1538000000000013,0,0,0,0,0,1,2,0,1,0,0
